source,station_code,station_name,lat,lon,height_m,start_time,duration_s,sampling_rate_hz,intensity,acc_NS,acc_EW,acc_UD,acc_H,acc_total,vel_NS,vel_EW,vel_UD,vel_H,vel_total,disp_NS,disp_EW,disp_UD,disp_H,disp_total
JMA,47252,阿賀野市畑江,37.8212,139.3142,,2025-12-08T23:17:00.000,120.0,100,1,0.699,-0.799,-0.647,0.841,0.973,-0.245,-0.311,0.165,0.341,0.353,2.648,3.915,-1.351,4.725,4.915
JMA,47253,出雲崎町米田,37.5345,138.7064,,2025-12-08T23:17:10.000,240.0,100,1,1.798,-1.854,-0.907,1.926,2.026,-0.941,-0.791,-0.334,0.949,0.95,-53.964,7.093,1.5,54.428,54.449
JMA,47256,那須塩原市蟇沼,36.9715,139.9164,,2025-12-08T23:17:00.000,240.0,100,2,2.155,2.998,1.651,3.083,3.126,-0.512,-0.709,-0.505,0.725,0.813,-3.233,-12.325,-0.669,12.74,12.757
JMA,47259,常陸太田市町屋町,36.614,140.5653,,2025-12-08T23:17:10.000,120.0,100,1,-3.289,-2.643,-1.548,3.508,3.517,-0.342,1.141,0.281,1.19,1.192,-9.588,32.756,-1.787,34.13,34.177
JMA,47263,長南町総合グラウンド,35.3842,140.2355,,2025-12-08T23:17:50.000,300.0,100,2,-2.523,4.656,-1.554,4.659,4.666,-0.665,1.071,0.378,1.111,1.111,-1.596,16.889,-9.784,16.925,19.549
JMA,47264,横須賀市光の丘,35.2269,139.6629,,2025-12-08T23:17:50.000,180.0,100,2,-2.043,-2.262,-1.181,2.398,2.51,-0.472,-0.468,0.314,0.55,0.571,9.086,0.342,1.922,9.087,9.284
JMA,47268,身延町大磯小磯,35.5009,138.5414,,2025-12-08T23:18:00.000,120.0,100,1,-0.925,-1.228,-0.656,1.228,1.234,-0.205,0.23,0.131,0.239,0.239,-2.117,-4.113,-3.126,4.625,5.577
JMA,47351,八戸市島守,40.3762,141.5117,,2025-12-08T23:15:10.000,300.0,100,4,55.909,60.808,-26.362,73.53,74.95,-7.96,7.361,-2.06,10.287,10.315,-2.093,2.549,-0.417,3.239,3.249
JMA,47352,秋田市雄和女米木,39.5424,140.2053,,2025-12-08T23:15:40.000,360.0,100,3,11.729,10.346,-4.474,11.935,11.95,2.894,-1.816,-1.315,3.035,3.038,1.465,0.788,-0.513,1.54,1.545
JMA,47360,根室市豊里,43.3675,145.7388,,2025-12-08T23:16:20.000,180.0,100,2,-5.364,-4.544,2.243,6.005,6.056,0.372,-0.415,-0.587,0.439,0.649,9.977,6.77,-25.246,12.057,27.977
JMA,47362,北見市常呂町東浜,44.1185,144.0855,,2025-12-08T23:15:50.000,240.0,100,2,-6.409,-7.232,-2.783,7.424,7.429,-0.69,1.064,-0.517,1.064,1.082,0.29,0.437,0.217,0.492,0.512
JMA,47370,銚子市小畑新町,35.7211,140.8578,,2025-12-08T23:17:20.000,180.0,100,1,-2.092,2.07,0.634,2.5,2.502,0.388,0.301,-0.162,0.413,0.438,10.082,1.149,0.557,10.147,10.161
JMA,47372,浦河町野深,42.2826,142.7498,,2025-12-08T23:15:20.000,300.0,100,4,88.105,75.077,30.324,92.488,92.725,-8.232,10.023,-2.451,12.663,12.763,1.932,2.325,-0.921,2.726,2.832
JMA,47373,南房総市上堀,35.0353,139.8874,,2025-12-08T23:18:00.000,240.0,100,2,-1.895,-2.047,1.49,2.172,2.349,0.653,0.641,0.327,0.777,0.783,-3.777,-0.791,-5.342,3.846,6.579
JMA,47374,いわき市三和町,37.1048,140.7983,,2025-12-08T23:16:00.000,240.0,100,2,-8.158,-10.901,-2.819,12.581,12.585,-0.558,-0.731,0.33,0.762,0.771,-0.314,-0.241,0.219,0.352,0.414
JMA,47376,宮古市長沢,39.5767,141.8197,,2025-12-08T23:15:20.000,240.0,100,3,-25.05,26.623,14.408,30.629,31.952,-1.355,-2.14,-1.102,2.182,2.258,0.222,1.159,0.327,1.16,1.18
JMA,47401,稚内市開運,45.4154,141.6783,,2025-12-08T23:17:10.000,240.0,100,1,1.138,1.302,0.919,1.356,1.505,0.492,-0.748,-0.484,0.748,0.794,-12.815,-2.59,-8.157,13.074,15.41
JMA,47402,宗谷枝幸町本町,44.9402,142.5851,,2025-12-08T23:16:50.000,180.0,100,1,1.33,-1.338,1.182,1.721,1.93,0.431,-0.439,0.374,0.519,0.521,-6.375,-0.52,-9.801,6.379,11.694
JMA,47404,羽幌町南３条,44.3633,141.7008,,2025-12-08T23:16:00.000,300.0,100,2,-6.511,5.177,-3.816,6.899,6.993,-2.064,1.616,-1.414,2.41,2.472,1.764,-1.166,0.75,1.798,1.799
JMA,47405,雄武町雄武,44.5825,142.9618,,2025-12-08T23:16:40.000,240.0,100,2,2.223,-2.53,1.834,2.645,2.7,0.505,-0.567,0.414,0.58,0.638,2.745,-4.366,9.871,5.156,11.135
JMA,47406,留萌市大町,43.9463,141.6322,,2025-12-08T23:15:50.000,240.0,100,2,-5.997,-4.84,-3.767,6.553,6.581,-1.376,-1.097,-0.821,1.378,1.387,-1.417,-0.532,0.54,1.482,1.482
JMA,47407,旭川市宮前１条,43.7577,142.373,,2025-12-08T23:15:50.000,360.0,100,3,12.625,8.591,4.891,12.863,12.863,-3.287,-1.622,1.662,3.299,3.676,-1.796,1.224,-0.937,1.797,1.832
JMA,47409,網走市台町,44.0182,144.2796,,2025-12-08T23:15:50.000,360.0,100,2,3.942,-2.966,1.713,4.197,4.38,1.249,-0.912,-0.495,1.272,1.281,0.656,-12.019,4.127,12.027,12.716
JMA,47411,小樽市勝納町,43.1828,141.017,,2025-12-08T23:15:40.000,300.0,100,3,23.915,26.242,-13.48,29.772,29.785,2.317,-1.703,1.174,2.663,2.71,-4.339,3.274,-0.727,5.436,5.441
JMA,47412,札幌中央区北２条,43.0604,141.3289,,2025-12-08T23:15:30.000,360.0,100,3,-23.204,18.164,15.283,23.578,23.976,-2.726,-3.346,-1.665,3.881,3.885,-1.629,1.198,1.284,1.678,2.003
JMA,47413,岩見沢市５条,43.2125,141.7856,,2025-12-08T23:15:40.000,300.0,100,4,-46.101,-52.185,20.953,52.965,53.304,5.961,-6.805,2.638,6.863,6.887,2.728,2.492,1.171,2.85,2.852
JMA,47417,帯広市東４条,42.9226,143.2122,,2025-12-08T23:15:30.000,420.0,100,4,-56.406,62.232,-20.616,73.068,73.283,-8.411,-8.7,2.923,8.723,8.736,-2.944,-2.718,-1.464,3.538,3.592
JMA,47418,釧路市幸町,42.9867,144.3782,,2025-12-08T23:15:40.000,360.0,100,3,-18.114,16.776,-8.062,19.829,19.866,1.493,1.241,-0.568,1.526,1.533,0.675,0.707,0.785,0.812,1.003
JMA,47420,根室市弥栄,43.331,145.5857,,2025-12-08T23:16:00.000,240.0,100,2,-5.305,6.818,2.584,6.834,6.867,-0.361,0.418,-0.355,0.438,0.449,0.299,0.334,0.515,0.335,0.589
JMA,47421,寿都町新栄,42.7956,140.2243,,2025-12-08T23:15:30.000,240.0,100,2,-8.911,-8.577,-2.933,9.237,9.298,-0.824,-0.668,0.42,0.994,0.996,0.478,0.445,0.223,0.549,0.553
JMA,47423,室蘭市山手町,42.3118,140.9752,,2025-12-08T23:15:20.000,300.0,100,3,-22.087,24.999,17.088,31.027,31.056,-1.761,1.977,-1.527,2.135,2.138,0.578,-0.62,-0.698,0.665,0.964
JMA,47424,苫小牧市末広町,42.6381,141.6124,,2025-12-08T23:15:30.000,420.0,100,5弱,-73.059,118.307,-33.794,121.99,124.048,19.692,-12.758,2.317,22.938,22.944,-7.163,6.416,-3.454,8.409,8.684
JMA,47426,浦河町潮見,42.1625,142.7771,,2025-12-08T23:15:20.000,420.0,100,5弱,-105.268,-185.839,-43.421,202.609,206.619,-8.064,12.434,-3.367,12.728,12.985,-1.868,2.529,-1.682,2.54,2.641
JMA,47428,檜山江差町姥神,41.8679,140.125,,2025-12-08T23:15:30.000,300.0,100,3,-16.584,-13.714,8.885,16.596,16.627,-1.639,-1.626,-1.307,2.254,2.269,0.599,0.688,-0.462,0.772,0.821
JMA,47429,渡島森町御幸町,42.1052,140.5766,,2025-12-08T23:15:30.000,300.0,100,3,-32.534,28.597,16.827,32.729,32.982,-4.2,-4.529,-2.87,5.164,5.243,-2.123,-1.771,1.549,2.151,2.151
JMA,47430,函館市美原,41.8169,140.7541,,2025-12-08T23:15:20.000,360.0,100,4,-62.829,67.239,-30.888,71.531,71.622,3.284,3.769,-1.67,4.302,4.434,-0.638,-1.133,1.033,1.155,1.435
JMA,47433,倶知安町南１条,42.9009,140.7573,,2025-12-08T23:15:30.000,300.0,100,3,-19.0,16.137,8.722,20.636,20.843,-4.338,-4.37,-1.109,4.527,4.545,1.767,1.149,0.506,1.866,1.867
JMA,47435,紋別市南が丘町,44.3455,143.3555,,2025-12-08T23:16:00.000,300.0,100,2,4.03,3.159,-1.667,4.223,4.234,0.489,0.446,0.43,0.553,0.576,1.214,0.433,-0.309,1.233,1.237
JMA,47440,広尾町並木通,42.2948,143.3173,,2025-12-08T23:15:20.000,360.0,100,4,-40.997,42.817,24.091,44.415,44.682,2.723,3.191,2.253,3.752,3.918,0.821,-1.492,-0.987,1.611,1.672
JMA,47487,新千歳空港,42.7839,141.6788,,2025-12-08T23:15:30.000,420.0,100,5弱,105.678,-97.094,-47.99,108.842,110.142,-16.456,-20.124,-3.226,20.716,20.743,7.168,5.939,-2.582,9.304,9.394
JMA,47512,大船渡市大船渡町,39.0653,141.7146,,2025-12-08T23:15:30.000,360.0,100,3,50.033,-49.522,14.511,59.662,59.71,1.78,-2.221,0.771,2.573,2.578,0.578,-0.826,0.178,0.993,0.999
JMA,47520,新庄市東谷地田町,38.7574,140.3122,,2025-12-08T23:15:50.000,300.0,100,3,-9.036,-10.374,-4.3,10.599,10.606,-2.225,-2.783,1.29,3.014,3.019,-1.304,-1.224,0.573,1.437,1.437
JMA,47569,仙台空港,38.1379,140.9278,,2025-12-08T23:15:50.000,360.0,100,3,-19.923,-15.821,-6.975,20.322,20.346,-1.965,2.351,-0.837,2.416,2.42,-1.127,1.47,-2.425,1.753,2.947
JMA,47570,会津若松市材木町,37.4884,139.9104,,2025-12-08T23:16:30.000,240.0,100,2,2.726,3.246,-1.621,3.664,3.666,-0.958,-1.339,0.606,1.59,1.591,8.713,1.333,-0.624,8.814,8.834
JMA,47573,新潟空港,37.953,139.1094,,2025-12-08T23:16:50.000,360.0,100,2,-3.694,3.975,-1.647,4.249,4.251,-1.858,1.68,0.867,2.049,2.049,-1.734,-10.554,-5.866,10.625,12.134
JMA,47574,深浦町深浦岡町,40.6464,139.9334,,2025-12-08T23:15:30.000,300.0,100,3,25.727,-27.696,9.844,28.362,28.895,3.179,-2.164,1.166,3.18,3.183,-1.005,1.101,0.507,1.354,1.354
JMA,47575,青森市花園,40.822,140.7686,,2025-12-08T23:15:20.000,420.0,100,4,74.257,-95.491,-37.856,96.011,96.666,12.75,-11.539,-2.694,12.852,12.852,-4.49,3.135,1.23,4.564,4.564
JMA,47576,むつ市金曲,41.2834,141.2114,,2025-12-08T23:15:10.000,120.0,100,5強,212.83,-227.497,-67.901,243.679,246.1,-22.647,-21.146,-8.103,23.711,24.015,-5.177,-5.123,-3.038,5.984,6.055
JMA,47581,八戸市湊町,40.5278,141.5217,,2025-12-08T23:15:10.000,420.0,100,5強,408.125,-385.599,-235.653,456.012,456.299,-15.383,16.297,-5.838,17.683,17.685,-8.152,-3.544,5.393,8.192,9.784
JMA,47582,秋田市山王,39.7179,140.0995,,2025-12-08T23:15:40.000,420.0,100,3,10.705,11.807,4.978,13.363,13.439,-2.539,3.29,-0.978,3.293,3.386,-1.869,2.776,-0.564,2.905,2.92
JMA,47584,盛岡市山王町,39.6987,141.1658,,2025-12-08T23:15:20.000,420.0,100,4,-77.176,-78.297,-27.928,85.515,85.752,4.089,-6.478,1.284,6.525,6.539,0.704,1.263,0.441,1.263,1.274
JMA,47587,酒田市亀ケ崎,38.9085,139.8435,,2025-12-08T23:15:50.000,420.0,100,3,19.827,-19.666,-4.261,20.084,20.188,4.801,-4.206,1.53,4.923,4.927,3.263,2.778,1.68,3.407,3.436
JMA,47588,山形市緑町,38.2562,140.3459,,2025-12-08T23:16:00.000,300.0,100,2,5.475,3.976,2.854,5.596,5.671,-1.016,1.034,0.536,1.109,1.112,0.462,1.099,-0.392,1.099,1.099
JMA,47590,仙台宮城野区五輪,38.2622,140.8968,,2025-12-08T23:15:50.000,300.0,100,3,12.899,-13.291,-6.655,14.259,14.259,-1.662,1.831,-0.588,1.954,1.964,0.574,-0.735,0.342,0.822,0.844
JMA,47592,石巻市泉町,38.4277,141.2994,,2025-12-08T23:15:40.000,300.0,100,3,-18.755,16.443,8.46,20.249,20.376,1.031,-0.994,-0.627,1.253,1.26,-0.254,-1.056,-0.244,1.059,1.074
JMA,47595,福島市花園町,37.7621,140.4734,,2025-12-08T23:15:50.000,360.0,100,3,-14.913,11.505,-4.739,15.055,15.073,1.572,1.677,0.574,2.023,2.027,0.909,0.434,-0.292,0.913,0.959
JMA,47597,白河市郭内,37.1322,140.2155,,2025-12-08T23:16:00.000,300.0,100,2,-4.415,5.039,2.185,5.052,5.065,-0.874,-0.948,0.418,1.106,1.107,-0.244,0.331,-0.166,0.349,0.356
JMA,47598,いわき市小名浜,36.9479,140.9033,,2025-12-08T23:16:20.000,300.0,100,3,11.177,9.043,4.768,11.191,11.69,-1.46,-1.57,-0.719,1.572,1.572,-15.267,21.321,-51.526,26.223,57.815
JMA,47600,輪島市鳳至町,37.3912,136.8952,,2025-12-08T23:16:30.000,180.0,100,1,1.766,-1.353,-0.508,1.836,1.84,-0.24,0.209,-0.085,0.256,0.257,0.353,0.305,-0.197,0.451,0.46
JMA,47604,新潟中央区美咲町,37.8937,139.0188,,2025-12-08T23:16:50.000,360.0,100,2,-3.629,2.44,1.109,3.644,3.646,1.815,-1.378,-0.638,1.855,1.866,10.937,4.655,-7.126,11.887,13.858
JMA,47610,長野市箱清水,36.6627,138.1926,,2025-12-08T23:17:50.000,180.0,100,1,-0.924,1.431,-0.534,1.539,1.562,-0.418,-0.549,-0.188,0.563,0.563,8.704,-2.134,2.576,8.924,9.287
JMA,47612,上越市大手町,37.1068,138.2469,,2025-12-08T23:17:40.000,120.0,100,1,1.159,-1.124,-0.337,1.385,1.39,-0.437,-0.369,0.12,0.446,0.446,-6.984,3.13,3.402,7.653,8.374
JMA,47615,宇都宮市明保野町,36.5498,139.8683,,2025-12-08T23:16:10.000,240.0,100,2,-4.927,-5.013,-1.622,5.254,5.311,-0.723,0.692,-0.354,0.807,0.807,-1.133,-1.064,0.137,1.554,1.555
JMA,47620,諏訪市湖岸通り,36.0461,138.1095,,2025-12-08T23:16:40.000,300.0,100,2,2.839,2.962,-0.918,3.604,3.604,-0.904,-0.946,0.193,0.948,0.948,-0.357,-0.373,-0.325,0.379,0.408
JMA,47622,軽井沢町追分,36.3421,138.5472,,2025-12-08T23:17:50.000,180.0,100,2,-2.017,-2.309,1.067,2.324,2.373,-0.608,-0.563,0.259,0.671,0.683,-5.187,7.467,1.721,9.092,9.251
JMA,47624,前橋市昭和町,36.4055,139.0608,,2025-12-08T23:17:30.000,240.0,100,1,-2.114,-1.626,1.151,2.115,2.117,-0.867,0.891,-0.365,0.904,0.921,0.755,1.476,-2.759,1.484,3.117
JMA,47626,熊谷市桜町,36.1504,139.3807,,2025-12-08T23:16:50.000,300.0,100,2,-4.257,-4.415,-1.485,4.93,5.008,-1.245,1.414,0.394,1.88,1.886,-29.922,-11.537,20.263,32.069,37.935
JMA,47628,石岡市柿岡,36.2342,140.1893,,2025-12-08T23:16:10.000,240.0,100,3,-10.987,8.475,-3.728,11.803,12.006,1.406,1.13,0.483,1.589,1.627,0.408,-0.852,0.152,0.945,0.948
JMA,47629,水戸市金町,36.3816,140.468,,2025-12-08T23:16:10.000,300.0,100,2,-7.456,6.928,-3.358,7.547,7.596,-1.572,-1.37,0.693,1.592,1.619,-12.326,-12.664,-2.286,17.672,17.819
JMA,47637,飯田市高羽町,35.5232,137.8226,,2025-12-08T23:18:10.000,120.0,100,1,-1.062,1.036,-0.609,1.256,1.256,-0.377,-0.252,-0.132,0.38,0.392,5.479,3.417,2.811,6.455,7.037
JMA,47638,甲府市飯田,35.6674,138.5539,,2025-12-08T23:17:40.000,180.0,100,2,-2.181,-2.675,-1.065,2.872,2.873,0.385,-0.505,0.184,0.517,0.522,-5.578,0.392,-2.604,5.59,6.165
JMA,47640,富士河口湖町船津,35.5008,138.7606,,2025-12-08T23:17:40.000,180.0,100,2,2.021,-1.953,1.642,2.262,2.302,-0.45,0.592,0.322,0.595,0.595,17.567,-10.86,1.86,20.652,20.735
JMA,47641,秩父市上町,35.9897,139.0738,,2025-12-08T23:17:40.000,120.0,100,1,1.716,3.081,-1.243,3.119,3.185,0.495,0.507,-0.348,0.68,0.744,-3.573,-4.045,1.682,5.396,5.649
JMA,47648,銚子市川口町,35.7399,140.858,,2025-12-08T23:17:20.000,240.0,100,2,-2.512,-3.354,-0.903,3.632,3.633,0.432,0.502,-0.182,0.507,0.526,-3.034,0.275,1.33,3.04,3.317
JMA,47657,三島市東本町,35.1141,138.9257,,2025-12-08T23:18:10.000,120.0,100,1,-2.393,2.112,0.784,2.678,2.726,0.436,-0.457,-0.167,0.458,0.476,-7.23,-0.217,1.315,7.23,7.349
JMA,47668,熱海市網代,35.0482,139.0925,,2025-12-08T23:18:00.000,60.0,100,1,1.036,-1.2,0.499,1.212,1.215,-0.18,0.321,0.089,0.356,0.364,-2.399,4.437,1.021,5.043,5.145
JMA,47670,横浜中区山手町,35.4398,139.6529,,2025-12-08T23:16:40.000,360.0,100,2,4.001,-5.826,-1.33,6.618,6.63,-0.866,-1.038,0.338,1.148,1.151,2.245,4.653,2.113,5.018,5.444
JMA,47671,東京国際空港,35.5352,139.7998,,2025-12-08T23:17:30.000,360.0,100,2,-5.251,-3.621,-1.558,5.294,5.299,1.213,-1.039,-0.52,1.506,1.506,19.86,10.953,-8.098,22.679,24.081
JMA,47672,館山市長須賀,34.9871,139.8654,,2025-12-08T23:17:50.000,180.0,100,2,3.281,-3.494,2.01,3.499,3.514,0.858,0.641,-0.425,0.859,0.868,-17.477,-6.219,1.342,18.55,18.593
JMA,47674,勝浦市墨名,35.1507,140.3121,,2025-12-08T23:18:10.000,60.0,100,1,1.142,1.049,-0.452,1.279,1.282,-0.591,-0.396,0.171,0.593,0.617,-8.497,-1.392,2.57,8.502,8.878
JMA,47675,伊豆大島町元町,34.7502,139.3553,,2025-12-08T23:18:10.000,60.0,100,1,1.073,0.945,0.49,1.074,1.075,0.291,0.218,0.216,0.294,0.304,0.736,-2.505,0.447,2.61,2.616
JMA,47682,千葉中央区中央港,35.6027,140.1046,,2025-12-08T23:16:50.000,360.0,100,3,-9.101,-8.615,-2.442,10.284,10.285,-1.441,1.436,0.439,1.626,1.637,-30.144,14.678,-17.721,33.526,37.922
JMA,47686,成田国際空港,35.7747,140.3823,,2025-12-08T23:16:30.000,360.0,100,2,-5.638,-5.982,-2.134,6.287,6.296,0.907,0.754,0.428,0.951,0.951,5.827,2.301,25.914,6.183,26.641
JMA,47690,日光市中宮祠,36.7404,139.4957,,2025-12-08T23:17:30.000,60.0,100,1,-1.161,1.029,-0.637,1.291,1.292,0.221,0.249,0.244,0.287,0.306,1.861,-2.525,1.566,3.121,3.489
JMA,47747,豊岡市桜町,35.5358,134.8226,,2025-12-08T23:17:30.000,60.0,100,1,-0.794,-0.491,-0.136,0.813,0.815,0.14,0.105,-0.034,0.142,0.142,-1.636,-0.946,-0.471,1.878,1.936
NIED,AKT001,,40.328,140.7429,166.0,2025-12-08T23:15:34.000,152.0,100,,44.035,-38.224,29.604,44.255,50.086,2.143,-1.548,0.907,2.278,2.293,1.172,-0.584,0.663,1.22,1.263
NIED,AKT004,,40.3886,139.9822,27.0,2025-12-08T23:15:42.000,139.0,100,,7.326,-5.561,-31.567,8.227,31.731,1.112,-0.784,-0.624,1.182,1.188,-0.8,-0.599,-0.511,0.809,0.819
NIED,AKT007,,40.0376,140.0919,17.0,2025-12-08T23:15:51.000,144.0,100,,11.488,5.702,-7.316,11.66,12.55,1.457,-1.311,-0.686,1.601,1.608,1.037,-0.851,-0.371,1.092,1.105
NIED,AKT008,,39.884,140.0706,4.0,2025-12-08T23:15:58.000,155.0,100,,16.869,-18.812,-41.275,23.013,44.027,2.652,3.056,-1.05,3.68,3.71,2.439,1.564,1.144,2.74,2.795
NIED,AKT010,,39.7223,140.0998,6.0,2025-12-08T23:16:22.000,65.0,100,,17.369,-17.703,-26.335,23.538,32.68,-2.128,3.582,-0.943,4.066,4.12,-6.86,27.328,2.096,28.176,28.179
NIED,AKT011,,39.8133,140.5805,315.0,2025-12-08T23:15:45.000,139.0,100,,17.614,-14.667,38.584,17.654,40.027,2.05,-1.699,0.643,2.348,2.363,-0.939,0.928,0.467,1.162,1.168
NIED,AKT012,,39.7014,140.7178,206.0,2025-12-08T23:15:46.000,146.0,100,,-18.289,-13.429,23.103,19.143,27.363,1.204,1.522,0.639,1.531,1.577,1.462,0.979,-0.331,1.525,1.525
NIED,AKT014,,39.595,140.5573,56.0,2025-12-08T23:15:49.000,150.0,100,,-23.414,-15.388,-15.098,23.758,25.89,-1.536,-1.341,-0.633,1.54,1.559,-0.658,0.8,0.312,0.808,0.808
NIED,AKT018,,39.1937,140.1899,114.0,2025-12-08T23:15:56.000,156.0,100,,-19.283,-16.359,-16.125,21.522,24.339,2.413,-3.481,1.183,4.086,4.092,1.239,1.356,-0.694,1.582,1.726
NIED,AKT019,,39.039,140.449,173.0,2025-12-08T23:15:52.000,161.0,100,,11.407,55.823,36.601,56.063,65.256,-1.05,-1.822,-0.858,1.899,1.915,-4.481,-0.908,-3.021,4.508,5.426
NIED,AKT021,,39.994,140.4035,119.0,2025-12-08T23:15:40.000,145.0,100,,9.689,-13.829,20.837,14.655,21.518,1.474,1.607,-0.833,1.991,1.991,0.665,0.864,-0.343,1.039,1.058
NIED,AKT022,,39.7739,140.6669,270.0,2025-12-08T23:15:42.000,148.0,100,,-21.122,-14.398,32.91,22.89,39.166,1.479,-1.399,0.999,1.903,1.943,-0.954,-1.095,-0.486,1.261,1.311
NIED,AOM001,,41.5269,140.9246,38.0,2025-12-08T23:15:31.000,185.0,100,,46.951,-47.519,24.187,53.656,55.003,-2.963,-2.415,1.28,3.449,3.474,1.299,1.136,-0.828,1.336,1.572
NIED,AOM002,,41.328,140.8132,13.0,2025-12-08T23:15:31.000,162.0,100,,77.123,130.016,43.376,131.05,131.597,-2.779,-3.983,1.352,4.099,4.109,0.683,-0.846,0.809,0.86,0.982
NIED,AOM004,,41.4064,141.4477,29.0,2025-12-08T23:15:25.000,160.0,100,,309.425,201.04,68.88,315.107,315.108,9.329,-7.539,-3.266,9.471,9.553,-0.983,1.281,-0.981,1.311,1.392
